"","Year","Month","Day","station","Date","PromDiario","ZONA"
"1571","2020","03","28","CAM",2020-03-28,22,"NO"
"1572","2020","08","26","CAM",2020-08-26,11,"NO"
"1573","2020","02","12","CAM",2020-02-12,14,"NO"
"1574","2019","04","27","CAM",2019-04-27,41,"NO"
"1575","2019","12","17","CAM",2019-12-17,30,"NO"
"1576","2019","11","29","CAM",2019-11-29,30,"NO"
"1577","2019","10","30","CAM",2019-10-30,33,"NO"
"1578","2019","12","03","CAM",2019-12-03,28,"NO"
"1579","2019","03","26","CAM",2019-03-26,11,"NO"
"1580","2019","12","05","CAM",2019-12-05,26,"NO"
"1581","2019","04","10","CAM",2019-04-10,28,"NO"
"1582","2020","08","24","CAM",2020-08-24,14,"NO"
"1583","2020","11","26","CAM",2020-11-26,19,"NO"
"1584","2019","04","11","CAM",2019-04-11,23,"NO"
"1585","2020","05","02","CAM",2020-05-02,17,"NO"
"1586","2020","07","15","CAM",2020-07-15,19,"NO"
"1587","2019","04","28","CAM",2019-04-28,47,"NO"
"1588","2019","12","01","CAM",2019-12-01,19,"NO"
"1589","2020","04","18","CAM",2020-04-18,31,"NO"
"1590","2020","08","08","CAM",2020-08-08,7,"NO"
"1591","2020","10","06","CAM",2020-10-06,19,"NO"
"1592","2019","10","15","CAM",2019-10-15,22,"NO"
"1593","2019","11","03","CAM",2019-11-03,19,"NO"
"1594","2019","10","31","CAM",2019-10-31,15,"NO"
"1595","2020","05","15","CAM",2020-05-15,23,"NO"
"1596","2020","05","19","CAM",2020-05-19,21,"NO"
"1597","2020","12","03","CAM",2020-12-03,16,"NO"
"1598","2020","06","21","CAM",2020-06-21,22,"NO"
"1599","2020","02","08","CAM",2020-02-08,20,"NO"
"1600","2020","10","22","CAM",2020-10-22,20,"NO"
"1601","2019","05","14","CAM",2019-05-14,51,"NO"
"1602","2019","11","28","CAM",2019-11-28,26,"NO"
"1603","2020","03","23","CAM",2020-03-23,18,"NO"
"1604","2020","09","27","CAM",2020-09-27,17,"NO"
"1605","2019","04","04","CAM",2019-04-04,29,"NO"
"1606","2019","01","05","CAM",2019-01-05,38,"NO"
"1607","2019","10","19","CAM",2019-10-19,16,"NO"
"1608","2020","02","19","CAM",2020-02-19,27,"NO"
"1609","2020","10","08","CAM",2020-10-08,21,"NO"
"1610","2020","02","11","CAM",2020-02-11,21,"NO"
"1611","2020","05","10","CAM",2020-05-10,17,"NO"
"1612","2019","04","09","CAM",2019-04-09,20,"NO"
"1613","2020","08","09","CAM",2020-08-09,10,"NO"
"1614","2019","12","12","CAM",2019-12-12,29,"NO"
"1615","2020","08","25","CAM",2020-08-25,11,"NO"
"1616","2020","04","17","CAM",2020-04-17,26,"NO"
"1617","2020","04","14","CAM",2020-04-14,27,"NO"
"1618","2019","04","13","CAM",2019-04-13,26,"NO"
"1619","2019","03","21","CAM",2019-03-21,29,"NO"
"1620","2020","09","12","CAM",2020-09-12,19,"NO"
"1621","2019","11","19","CAM",2019-11-19,27,"NO"
"1622","2020","11","03","CAM",2020-11-03,12,"NO"
"1623","2020","10","13","CAM",2020-10-13,19,"NO"
"1624","2019","05","05","CAM",2019-05-05,38,"NO"
"1625","2020","07","21","CAM",2020-07-21,16,"NO"
"1626","2020","11","16","CAM",2020-11-16,10,"NO"
"1627","2020","03","24","CAM",2020-03-24,18,"NO"
"1628","2020","07","03","CAM",2020-07-03,14,"NO"
"1629","2019","11","05","CAM",2019-11-05,24,"NO"
"1630","2020","03","26","CAM",2020-03-26,26,"NO"
"1631","2020","02","28","CAM",2020-02-28,24,"NO"
"1632","2020","04","07","CAM",2020-04-07,18,"NO"
"1633","2020","02","18","CAM",2020-02-18,21,"NO"
"1634","2019","10","23","CAM",2019-10-23,18,"NO"
"1635","2020","10","10","CAM",2020-10-10,15,"NO"
"1636","2020","04","19","CAM",2020-04-19,32,"NO"
"1637","2019","12","02","CAM",2019-12-02,25,"NO"
"1638","2019","03","25","CAM",2019-03-25,16,"NO"
"1639","2020","04","03","CAM",2020-04-03,21,"NO"
"1640","2020","04","10","CAM",2020-04-10,19,"NO"
"1641","2020","03","01","CAM",2020-03-01,24,"NO"
"1642","2020","04","13","CAM",2020-04-13,21,"NO"
"1643","2020","10","05","CAM",2020-10-05,18,"NO"
"1644","2019","04","15","CAM",2019-04-15,45,"NO"
"1645","2020","09","11","CAM",2020-09-11,11,"NO"
"1646","2019","11","15","CAM",2019-11-15,22,"NO"
"1647","2020","05","14","CAM",2020-05-14,25,"NO"
"1648","2020","09","04","CAM",2020-09-04,6,"NO"
"1649","2019","12","06","CAM",2019-12-06,21,"NO"
"1650","2019","11","17","CAM",2019-11-17,18,"NO"
"1651","2020","09","14","CAM",2020-09-14,15,"NO"
"1652","2020","09","10","CAM",2020-09-10,19,"NO"
"1653","2019","09","16","CAM",2019-09-16,27,"NO"
"1654","2020","07","31","CAM",2020-07-31,14,"NO"
"1655","2020","09","28","CAM",2020-09-28,14,"NO"
"1656","2019","12","26","CAM",2019-12-26,28,"NO"
"1657","2019","01","08","CAM",2019-01-08,25,"NO"
"1658","2020","10","17","CAM",2020-10-17,9,"NO"
"1659","2019","10","06","CAM",2019-10-06,14,"NO"
"1660","2020","12","09","CAM",2020-12-09,24,"NO"
"1661","2020","05","16","CAM",2020-05-16,16,"NO"
"1662","2020","09","25","CAM",2020-09-25,27,"NO"
"1663","2020","02","09","CAM",2020-02-09,17,"NO"
"1664","2020","10","07","CAM",2020-10-07,21,"NO"
"1665","2020","03","02","CAM",2020-03-02,18,"NO"
"1666","2020","07","22","CAM",2020-07-22,15,"NO"
"1667","2019","05","06","CAM",2019-05-06,38,"NO"
"1668","2020","09","05","CAM",2020-09-05,8,"NO"
"1669","2019","05","31","CAM",2019-05-31,20,"NO"
"1670","2020","07","25","CAM",2020-07-25,19,"NO"
"1671","2019","06","11","CCA",2019-06-11,10,"SO"
"1672","2019","04","24","CCA",2019-04-24,40,"SO"
"1673","2020","06","15","CCA",2020-06-15,19,"SO"
"1674","2020","04","22","CCA",2020-04-22,21,"SO"
"1675","2020","01","30","CCA",2020-01-30,7,"SO"
"1676","2020","01","10","CCA",2020-01-10,15,"SO"
"1677","2020","04","23","CCA",2020-04-23,21,"SO"
"1678","2019","07","19","CCA",2019-07-19,14,"SO"
"1679","2019","01","03","CCA",2019-01-03,21,"SO"
"1680","2020","02","21","CCA",2020-02-21,15,"SO"
"1681","2020","08","04","CCA",2020-08-04,19,"SO"
"1682","2019","10","09","CCA",2019-10-09,9,"SO"
"1683","2020","06","10","CCA",2020-06-10,14,"SO"
"1684","2019","02","12","CCA",2019-02-12,29,"SO"
"1685","2019","01","10","CCA",2019-01-10,22,"SO"
"1686","2020","02","22","CCA",2020-02-22,19,"SO"
"1687","2020","03","23","CCA",2020-03-23,16,"SO"
"1688","2020","10","15","CCA",2020-10-15,10,"SO"
"1689","2019","01","23","CCA",2019-01-23,16,"SO"
"1690","2019","05","03","CCA",2019-05-03,28,"SO"
"1691","2020","08","13","CCA",2020-08-13,8,"SO"
"1692","2019","12","27","CCA",2019-12-27,28,"SO"
"1693","2019","06","28","CCA",2019-06-28,13,"SO"
"1694","2020","03","14","CCA",2020-03-14,19,"SO"
"1695","2020","02","07","CCA",2020-02-07,12,"SO"
"1696","2020","11","06","CCA",2020-11-06,25,"SO"
"1697","2020","06","03","CCA",2020-06-03,7,"SO"
"1698","2019","04","17","CCA",2019-04-17,37,"SO"
"1699","2020","01","11","CCA",2020-01-11,15,"SO"
"1700","2019","05","12","CCA",2019-05-12,82,"SO"
"1701","2020","10","01","CCA",2020-10-01,19,"SO"
"1702","2020","08","10","CCA",2020-08-10,11,"SO"
"1703","2019","06","12","CCA",2019-06-12,17,"SO"
"1704","2019","07","03","CCA",2019-07-03,12,"SO"
"1705","2019","11","04","CCA",2019-11-04,20,"SO"
"1706","2020","08","06","CCA",2020-08-06,12,"SO"
"1707","2020","03","22","CCA",2020-03-22,17,"SO"
"1708","2019","07","29","CCA",2019-07-29,12,"SO"
"1709","2019","04","19","CCA",2019-04-19,22,"SO"
"1710","2019","02","08","CCA",2019-02-08,22,"SO"
"1711","2019","01","12","CCA",2019-01-12,28,"SO"
"1712","2019","07","21","CCA",2019-07-21,12,"SO"
"1713","2019","11","14","CCA",2019-11-14,11,"SO"
"1714","2020","03","03","CCA",2020-03-03,13,"SO"
"1715","2019","11","12","CCA",2019-11-12,13,"SO"
"1716","2019","08","02","CCA",2019-08-02,15,"SO"
"1717","2019","05","07","CCA",2019-05-07,31,"SO"
"1718","2020","11","14","CCA",2020-11-14,20,"SO"
"1719","2019","02","16","CCA",2019-02-16,19,"SO"
"1720","2019","10","29","CCA",2019-10-29,20,"SO"
"1721","2019","03","03","CCA",2019-03-03,21,"SO"
"1722","2020","08","19","CCA",2020-08-19,20,"SO"
"1723","2019","10","28","CCA",2019-10-28,27,"SO"
"1724","2019","11","22","CCA",2019-11-22,21,"SO"
"1725","2020","11","16","CCA",2020-11-16,9,"SO"
"1726","2019","08","25","CCA",2019-08-25,15,"SO"
"1727","2019","01","18","CCA",2019-01-18,20,"SO"
"1728","2019","05","30","CCA",2019-05-30,26,"SO"
"1729","2019","05","23","CCA",2019-05-23,33,"SO"
"1730","2020","05","24","CCA",2020-05-24,25,"SO"
"1731","2019","07","23","CCA",2019-07-23,15,"SO"
"1732","2020","05","25","CCA",2020-05-25,24,"SO"
"1733","2020","08","12","CCA",2020-08-12,10,"SO"
"1734","2020","08","29","CCA",2020-08-29,17,"SO"
"1735","2019","12","30","CCA",2019-12-30,8,"SO"
"1736","2019","12","18","CCA",2019-12-18,34,"SO"
"1737","2020","04","25","CCA",2020-04-25,24,"SO"
"1738","2020","02","12","CCA",2020-02-12,13,"SO"
"1739","2020","12","26","CCA",2020-12-26,22,"SO"
"1740","2020","06","17","CCA",2020-06-17,18,"SO"
"1741","2019","12","10","CCA",2019-12-10,24,"SO"
"1742","2019","05","24","CCA",2019-05-24,32,"SO"
"1743","2020","06","16","CCA",2020-06-16,19,"SO"
"1744","2020","11","25","CCA",2020-11-25,16,"SO"
"1745","2019","07","05","CCA",2019-07-05,21,"SO"
"1746","2019","01","21","CCA",2019-01-21,24,"SO"
"1747","2019","11","26","CCA",2019-11-26,22,"SO"
"1748","2019","05","04","CCA",2019-05-04,40,"SO"
"1749","2020","11","04","CCA",2020-11-04,20,"SO"
"1750","2019","03","29","CCA",2019-03-29,28,"SO"
"1751","2019","02","21","CCA",2019-02-21,8,"SO"
"1752","2019","10","11","CCA",2019-10-11,15,"SO"
"1753","2019","11","09","CCA",2019-11-09,8,"SO"
"1754","2019","10","04","CCA",2019-10-04,13,"SO"
"1755","2019","05","31","CCA",2019-05-31,21,"SO"
"1756","2020","03","30","CCA",2020-03-30,29,"SO"
"1757","2020","03","06","CCA",2020-03-06,33,"SO"
"1758","2019","10","15","CCA",2019-10-15,17,"SO"
"1759","2020","09","01","CCA",2020-09-01,15,"SO"
"1760","2020","03","04","CCA",2020-03-04,12,"SO"
"1761","2019","04","29","CCA",2019-04-29,43,"SO"
"1762","2019","03","11","CCA",2019-03-11,25,"SO"
"1763","2019","05","19","CCA",2019-05-19,27,"SO"
"1764","2020","09","13","CCA",2020-09-13,9,"SO"
"1765","2019","04","16","CCA",2019-04-16,39,"SO"
"1766","2020","03","21","CCA",2020-03-21,24,"SO"
"1767","2020","06","23","CCA",2020-06-23,10,"SO"
"1768","2020","12","04","CCA",2020-12-04,11,"SO"
"1769","2020","07","28","CCA",2020-07-28,8,"SO"
"1770","2019","09","02","CCA",2019-09-02,14,"SO"
"1771","2020","03","07","CCA",2020-03-07,31,"SO"
"1772","2019","12","31","CCA",2019-12-31,11,"SO"
"1773","2019","06","23","CCA",2019-06-23,16,"SO"
"1774","2020","06","29","CCA",2020-06-29,20,"SO"
"1775","2019","03","12","CCA",2019-03-12,15,"SO"
"1776","2019","08","30","CCA",2019-08-30,12,"SO"
"1777","2019","04","12","CCA",2019-04-12,22,"SO"
"1778","2020","10","31","CCA",2020-10-31,17,"SO"
"1779","2019","08","15","CCA",2019-08-15,13,"SO"
"1780","2019","05","11","CCA",2019-05-11,77,"SO"
"1781","2019","03","27","CCA",2019-03-27,15,"SO"
"1782","2020","01","01","CCA",2020-01-01,25,"SO"
"1783","2019","01","06","CCA",2019-01-06,26,"SO"
"1784","2019","01","15","CCA",2019-01-15,28,"SO"
"1785","2019","05","01","CCA",2019-05-01,19,"SO"
"1786","2020","07","29","CCA",2020-07-29,11,"SO"
"1787","2019","11","21","CCA",2019-11-21,27,"SO"
"1788","2020","12","29","CCA",2020-12-29,22,"SO"
"1789","2019","05","10","CCA",2019-05-10,42,"SO"
"1790","2019","12","08","CCA",2019-12-08,24,"SO"
"1791","2020","03","16","CCA",2020-03-16,16,"SO"
"1792","2020","12","24","CCA",2020-12-24,27,"SO"
"1793","2020","02","25","CCA",2020-02-25,12,"SO"
"1794","2020","05","17","CCA",2020-05-17,19,"SO"
"1795","2019","07","25","CCA",2019-07-25,16,"SO"
"1796","2020","05","12","CCA",2020-05-12,20,"SO"
"1797","2019","03","09","CCA",2019-03-09,23,"SO"
"1798","2019","07","28","CCA",2019-07-28,11,"SO"
"1799","2019","01","22","CCA",2019-01-22,15,"SO"
"1800","2020","01","23","CCA",2020-01-23,14,"SO"
"1801","2020","08","05","CCA",2020-08-05,14,"SO"
"1802","2019","05","02","CCA",2019-05-02,17,"SO"
"1803","2020","11","20","CCA",2020-11-20,16,"SO"
"1804","2020","04","28","CCA",2020-04-28,16,"SO"
"1805","2019","03","30","CCA",2019-03-30,36,"SO"
"1806","2019","08","16","CCA",2019-08-16,14,"SO"
"1807","2020","11","19","CCA",2020-11-19,11,"SO"
"1808","2020","05","31","CCA",2020-05-31,16,"SO"
"1809","2020","06","11","CCA",2020-06-11,11,"SO"
"1810","2019","08","07","CCA",2019-08-07,9,"SO"
"1811","2020","10","04","CCA",2020-10-04,15,"SO"
"1812","2020","01","28","CCA",2020-01-28,7,"SO"
"1813","2019","10","20","CCA",2019-10-20,5,"SO"
"1814","2020","05","04","CCA",2020-05-04,12,"SO"
"1815","2019","07","17","CCA",2019-07-17,10,"SO"
"1816","2020","04","29","CCA",2020-04-29,17,"SO"
"1817","2020","09","02","CCA",2020-09-02,13,"SO"
"1818","2020","01","09","CCA",2020-01-09,23,"SO"
"1819","2019","02","03","CCA",2019-02-03,28,"SO"
"1820","2020","06","22","CCA",2020-06-22,16,"SO"
"1821","2019","07","27","CCA",2019-07-27,11,"SO"
"1822","2020","05","05","CCA",2020-05-05,17,"SO"
"1823","2020","11","22","CCA",2020-11-22,9,"SO"
"1824","2020","11","02","CCA",2020-11-02,11,"SO"
"1825","2020","12","01","CCA",2020-12-01,19,"SO"
"1826","2019","06","01","CCA",2019-06-01,8,"SO"
"1827","2020","01","29","CCA",2020-01-29,9,"SO"
"1828","2019","07","30","CCA",2019-07-30,17,"SO"
"1829","2019","02","28","CCA",2019-02-28,16,"SO"
"1830","2020","03","13","CCA",2020-03-13,19,"SO"
"1831","2019","01","29","CCA",2019-01-29,22,"SO"
"1832","2020","10","12","CCA",2020-10-12,13,"SO"
"1833","2020","05","11","CCA",2020-05-11,13,"SO"
"1834","2019","10","18","CCA",2019-10-18,7,"SO"
"1835","2020","11","23","CCA",2020-11-23,14,"SO"
"1836","2020","05","06","CCA",2020-05-06,16,"SO"
"1837","2019","10","31","CCA",2019-10-31,13,"SO"
"1838","2019","05","16","CCA",2019-05-16,65,"SO"
"1839","2020","01","05","CCA",2020-01-05,18,"SO"
"1840","2019","05","27","CCA",2019-05-27,24,"SO"
"1841","2020","06","14","CCA",2020-06-14,15,"SO"
"1842","2019","05","08","CCA",2019-05-08,29,"SO"
"1843","2019","07","22","CCA",2019-07-22,13,"SO"
"1844","2019","03","01","CCA",2019-03-01,24,"SO"
"1845","2020","10","16","CCA",2020-10-16,9,"SO"
"1846","2019","02","18","CCA",2019-02-18,15,"SO"
"1847","2020","04","26","CCA",2020-04-26,17,"SO"
"1848","2020","02","24","CCA",2020-02-24,19,"SO"
"1849","2019","04","30","CCA",2019-04-30,24,"SO"
"1850","2020","11","24","CCA",2020-11-24,18,"SO"
"1851","2020","03","20","CCA",2020-03-20,18,"SO"
"1852","2020","09","21","CCA",2020-09-21,17,"SO"
"1853","2020","05","16","CCA",2020-05-16,14,"SO"
"1854","2020","08","20","CCA",2020-08-20,17,"SO"
"1855","2019","03","28","CCA",2019-03-28,19,"SO"
"1856","2019","11","23","CCA",2019-11-23,16,"SO"
"1857","2019","02","14","CCA",2019-02-14,20,"SO"
"1858","2019","11","18","CCA",2019-11-18,13,"SO"
"1859","2019","06","21","CCA",2019-06-21,20,"SO"
"1860","2020","12","12","CCA",2020-12-12,23,"SO"
"1861","2019","01","11","CCA",2019-01-11,19,"SO"
"1862","2020","10","27","CCA",2020-10-27,20,"SO"
"1863","2019","06","13","CCA",2019-06-13,11,"SO"
"1864","2020","01","22","CCA",2020-01-22,18,"SO"
"1865","2019","10","14","CCA",2019-10-14,13,"SO"
"1866","2019","04","05","CCA",2019-04-05,30,"SO"
"1867","2019","12","15","CCA",2019-12-15,23,"SO"
"1868","2020","08","31","CCA",2020-08-31,11,"SO"
"1869","2020","04","27","CCA",2020-04-27,9,"SO"
"1870","2019","02","09","CCA",2019-02-09,22,"SO"
"1871","2020","03","24","CCA",2020-03-24,17,"SO"
"1872","2020","02","23","CCA",2020-02-23,19,"SO"
"1873","2019","11","16","CCA",2019-11-16,26,"SO"
"1874","2019","12","13","CCA",2019-12-13,17,"SO"
"1875","2019","03","22","CCA",2019-03-22,16,"SO"
"1876","2020","06","06","CCA",2020-06-06,13,"SO"
"1877","2019","12","21","CCA",2019-12-21,28,"SO"
"1878","2020","06","28","CCA",2020-06-28,20,"SO"
"1879","2019","02","07","CCA",2019-02-07,29,"SO"
"1880","2020","10","03","CCA",2020-10-03,11,"SO"
"1881","2019","04","23","CCA",2019-04-23,39,"SO"
"1882","2019","01","30","CCA",2019-01-30,16,"SO"
"1883","2020","01","08","CCA",2020-01-08,25,"SO"
"1884","2019","11","27","CCA",2019-11-27,22,"SO"
"1885","2019","07","04","CCA",2019-07-04,21,"SO"
"1886","2019","04","18","CCA",2019-04-18,30,"SO"
"1887","2019","12","19","CCA",2019-12-19,34,"SO"
"1888","2019","07","20","CCA",2019-07-20,18,"SO"
"1889","2020","09","24","CCA",2020-09-24,17,"SO"
"1890","2019","03","23","CCA",2019-03-23,15,"SO"
"1891","2020","04","16","CCA",2020-04-16,35,"SO"
"1892","2020","02","19","CCA",2020-02-19,20,"SO"
"1893","2020","08","23","CCA",2020-08-23,14,"SO"
"1894","2020","12","14","CCA",2020-12-14,18,"SO"
"1895","2020","10","29","CCA",2020-10-29,22,"SO"
"1896","2020","09","18","CCA",2020-09-18,11,"SO"
"1897","2020","11","18","CCA",2020-11-18,7,"SO"
"1898","2019","08","21","CCA",2019-08-21,8,"SO"
"1899","2019","06","18","CCA",2019-06-18,17,"SO"
"1900","2020","02","17","CCA",2020-02-17,12,"SO"
"1901","2019","07","02","CCA",2019-07-02,10,"SO"
"1902","2020","03","15","CCA",2020-03-15,18,"SO"
"1903","2020","09","12","CCA",2020-09-12,20,"SO"
"1904","2019","07","18","CCA",2019-07-18,17,"SO"
"1905","2020","12","07","CCA",2020-12-07,24,"SO"
"1906","2019","04","25","CCA",2019-04-25,38,"SO"
"1907","2020","04","19","CCA",2020-04-19,38,"SO"
"1908","2019","11","06","CCA",2019-11-06,11,"SO"
"1909","2020","10","18","CCA",2020-10-18,17,"SO"
"1910","2020","06","27","CCA",2020-06-27,18,"SO"
"1911","2020","06","09","CCA",2020-06-09,13,"SO"
"1912","2020","05","21","CCA",2020-05-21,51,"SO"
"1913","2020","08","07","CCA",2020-08-07,8,"SO"
"1914","2019","05","21","CCA",2019-05-21,36,"SO"
"1915","2020","11","29","CCA",2020-11-29,21,"SO"
"1916","2020","08","16","CCA",2020-08-16,13,"SO"
"1917","2020","11","09","CCA",2020-11-09,20,"SO"
"1918","2019","11","24","CCA",2019-11-24,23,"SO"
"1919","2020","05","30","CCA",2020-05-30,14,"SO"
"1920","2019","08","28","CCA",2019-08-28,21,"SO"
"1921","2020","07","30","CCA",2020-07-30,17,"SO"
"1922","2019","12","16","CCA",2019-12-16,20,"SO"
"1923","2020","02","01","CCA",2020-02-01,20,"SO"
"1924","2020","09","30","CCA",2020-09-30,18,"SO"
"1925","2020","02","26","CCA",2020-02-26,15,"SO"
"1926","2019","09","01","CCA",2019-09-01,14,"SO"
"1927","2020","12","06","CCA",2020-12-06,12,"SO"
"1928","2020","12","25","CCA",2020-12-25,43,"SO"
"1929","2019","11","17","CCA",2019-11-17,15,"SO"
"1930","2020","11","01","CCA",2020-11-01,16,"SO"
"1931","2020","05","13","CCA",2020-05-13,25,"SO"
"1932","2019","12","07","CCA",2019-12-07,20,"SO"
"1933","2019","05","25","CCA",2019-05-25,27,"SO"
"1934","2020","01","06","CCA",2020-01-06,32,"SO"
"1935","2019","05","22","CCA",2019-05-22,22,"SO"
"1936","2019","10","26","CCA",2019-10-26,14,"SO"
"1937","2019","03","13","CCA",2019-03-13,20,"SO"
"1938","2019","11","05","CCA",2019-11-05,17,"SO"
"1939","2019","08","11","CCA",2019-08-11,11,"SO"
"1940","2019","12","12","CCA",2019-12-12,24,"SO"
"1941","2020","09","25","CCA",2020-09-25,21,"SO"
"1942","2019","10","30","CCA",2019-10-30,23,"SO"
"1943","2020","05","23","CCA",2020-05-23,23,"SO"
"1944","2019","10","03","CCA",2019-10-03,10,"SO"
"1945","2020","03","10","CCA",2020-03-10,23,"SO"
"1946","2019","05","15","CCA",2019-05-15,69,"SO"
"1947","2020","03","29","CCA",2020-03-29,29,"SO"
"1948","2019","04","22","CCA",2019-04-22,33,"SO"
"1949","2020","09","09","CCA",2020-09-09,13,"SO"
"1950","2020","06","20","CCA",2020-06-20,15,"SO"
"1951","2020","08","21","CCA",2020-08-21,14,"SO"
"1952","2020","11","15","CCA",2020-11-15,15,"SO"
"1953","2020","12","18","CCA",2020-12-18,18,"SO"
"1954","2020","10","25","CCA",2020-10-25,14,"SO"
"1955","2019","02","01","CCA",2019-02-01,16,"SO"
"1956","2019","01","19","CCA",2019-01-19,19,"SO"
"1957","2020","10","06","CCA",2020-10-06,17,"SO"
"1958","2020","04","20","CCA",2020-04-20,28,"SO"
"1959","2020","06","13","CCA",2020-06-13,11,"SO"
"1960","2020","02","28","CCA",2020-02-28,19,"SO"
"1961","2020","05","27","CCA",2020-05-27,42,"SO"
"1962","2020","12","27","CCA",2020-12-27,15,"SO"
"1963","2019","12","04","CCA",2019-12-04,20,"SO"
"1964","2020","06","21","CCA",2020-06-21,18,"SO"
"1965","2019","04","26","CCA",2019-04-26,40,"SO"
"1966","2019","06","20","CCA",2019-06-20,26,"SO"
"1967","2019","07","06","CCA",2019-07-06,16,"SO"
"1968","2019","07","01","CCA",2019-07-01,12,"SO"
"1969","2020","05","07","CCA",2020-05-07,20,"SO"
"1970","2019","02","23","CCA",2019-02-23,13,"SO"
"1971","2020","06","04","CCA",2020-06-04,11,"SO"
"1972","2020","11","30","CCA",2020-11-30,29,"SO"
"1973","2019","05","28","CCA",2019-05-28,30,"SO"
"1974","2020","03","31","CCA",2020-03-31,20,"SO"
"1975","2019","01","28","CCA",2019-01-28,17,"SO"
"1976","2020","02","04","CCA",2020-02-04,7,"SO"
"1977","2019","05","20","CCA",2019-05-20,30,"SO"
"1978","2019","08","01","CCA",2019-08-01,14,"SO"
"1979","2019","01","14","CCA",2019-01-14,21,"SO"
"1980","2019","01","08","CCA",2019-01-08,17,"SO"
"1981","2020","04","06","CCA",2020-04-06,19,"SO"
"1982","2020","02","27","CCA",2020-02-27,20,"SO"
"1983","2020","05","08","CCA",2020-05-08,20,"SO"
"1984","2020","06","05","CCA",2020-06-05,12,"SO"
"1985","2019","05","26","CCA",2019-05-26,18,"SO"
"1986","2019","11","02","CCA",2019-11-02,19,"SO"
"1987","2020","04","01","CCA",2020-04-01,25,"SO"
"1988","2020","02","15","CCA",2020-02-15,22,"SO"
"1989","2020","04","09","CCA",2020-04-09,23,"SO"
"1990","2020","05","26","CCA",2020-05-26,32,"SO"
"1991","2019","12","23","CCA",2019-12-23,23,"SO"
"1992","2019","05","13","CCA",2019-05-13,87,"SO"
"1993","2019","08","31","CCA",2019-08-31,13,"SO"
"1994","2020","04","30","CCA",2020-04-30,13,"SO"
"1995","2020","12","05","CCA",2020-12-05,10,"SO"
"1996","2020","10","28","CCA",2020-10-28,21,"SO"
"1997","2019","06","22","CCA",2019-06-22,23,"SO"
"1998","2020","05","18","CCA",2020-05-18,23,"SO"
"1999","2019","04","14","CCA",2019-04-14,49,"SO"
"2000","2020","12","10","CCA",2020-12-10,21,"SO"
"2001","2020","01","02","CCA",2020-01-02,4,"SO"
"2002","2019","06","09","CCA",2019-06-09,14,"SO"
"2003","2019","08","03","CCA",2019-08-03,13,"SO"
"2004","2019","07","31","CCA",2019-07-31,21,"SO"
"2005","2020","08","11","CCA",2020-08-11,9,"SO"
"2006","2019","10","02","CCA",2019-10-02,9,"SO"
"2007","2020","12","30","CCA",2020-12-30,17,"SO"
"2008","2020","10","07","CCA",2020-10-07,18,"SO"
"2009","2020","06","07","CCA",2020-06-07,13,"SO"
"2010","2019","10","16","CCA",2019-10-16,11,"SO"
"2011","2019","01","05","CCA",2019-01-05,30,"SO"
"2012","2020","03","28","CCA",2020-03-28,24,"SO"
"2013","2019","02","05","CCA",2019-02-05,28,"SO"
"2014","2019","11","11","CCA",2019-11-11,18,"SO"
"2015","2019","06","15","CCA",2019-06-15,19,"SO"
"2016","2019","03","15","CCA",2019-03-15,29,"SO"
"2017","2019","05","09","CCA",2019-05-09,40,"SO"
"2018","2019","11","30","CCA",2019-11-30,24,"SO"
"2019","2019","12","17","CCA",2019-12-17,22,"SO"
"2020","2020","03","12","CCA",2020-03-12,18,"SO"
"2021","2020","12","09","CCA",2020-12-09,19,"SO"
"2022","2020","06","08","CCA",2020-06-08,10,"SO"
"2023","2020","10","11","CCA",2020-10-11,13,"SO"
"2024","2020","01","24","CCA",2020-01-24,13,"SO"
"2025","2019","06","08","CCA",2019-06-08,15,"SO"
"2026","2020","08","24","CCA",2020-08-24,12,"SO"
"2027","2019","08","08","CCA",2019-08-08,11,"SO"
"2028","2020","03","26","CCA",2020-03-26,24,"SO"
"2029","2019","02","06","CCA",2019-02-06,31,"SO"
"2030","2019","06","16","CCA",2019-06-16,20,"SO"
"2031","2019","05","18","CCA",2019-05-18,26,"SO"
"2032","2019","03","24","CCA",2019-03-24,19,"SO"
"2033","2019","01","24","CCA",2019-01-24,19,"SO"
"2034","2019","03","16","CCA",2019-03-16,19,"SO"
"2035","2020","02","08","CCA",2020-02-08,11,"SO"
"2036","2020","02","11","CCA",2020-02-11,17,"SO"
"2037","2020","01","13","CCA",2020-01-13,19,"SO"
"2038","2019","02","04","CCA",2019-02-04,25,"SO"
"2039","2020","09","03","CCA",2020-09-03,14,"SO"
"2040","2020","04","07","CCA",2020-04-07,20,"SO"
"2041","2019","06","30","CCA",2019-06-30,14,"SO"
"2042","2019","10","25","CCA",2019-10-25,22,"SO"
"2043","2020","04","02","CCA",2020-04-02,23,"SO"
"2044","2020","10","19","CCA",2020-10-19,16,"SO"
"2045","2020","08","22","CCA",2020-08-22,13,"SO"
"2046","2019","11","10","CCA",2019-11-10,14,"SO"
"2047","2020","01","03","CCA",2020-01-03,10,"SO"
"2048","2019","01","13","CCA",2019-01-13,19,"SO"
"2049","2019","03","25","CCA",2019-03-25,12,"SO"
"2050","2020","05","22","CCA",2020-05-22,32,"SO"
"2051","2020","03","09","CCA",2020-03-09,22,"SO"
